,lat,lng,count
311,41.986953058000005,-87.67208099,1
312,41.987225558,-87.66493772,13
313,41.988704022,-87.65723483,2
314,41.991234532,-87.65730427,6
315,41.993440946,-87.65741774,3
316,41.993930128,-87.75835359,69
317,41.994059824000004,-87.69463072,2
318,41.994143646,-87.70489349,1
319,41.994266094000004,-87.67868821,1
320,41.994442248,-87.66522478,9
321,41.994498038,-87.75759749,1
322,41.995512991,-87.65581490000002,2
323,41.995603135,-87.7942693,1
324,42.000874825,-87.7018029,1
325,42.001313249,-87.68419820000003,4
326,42.001315924000004,-87.69363749,7
327,42.001571027,-87.69501259,479
328,42.001698194,-87.67357403,11
329,42.004764559,-87.65912243,6
330,42.006278861,-87.66768361,1
331,42.007446924,-87.70460563,1
332,42.007612593000005,-87.81378103,25
333,42.008540761,-87.69496375,1
334,42.009018227,-87.67272396,1
335,42.009622881,-87.67016686,534
336,42.015934376,-87.66653628,1
337,42.016046492,-87.67333378,1
338,42.021223593,-87.66982477,1
