,lat,lng,count
0,41.660136051,-87.60284764,200
1,41.663670652,-87.54093551,205
2,41.663759731,-87.63730409,3
3,41.673819904,-87.63573978,789
4,41.68340413,-87.57216286,11
5,41.684614968000005,-87.67125035,4
6,41.687238583,-87.71931289,4
7,41.689729914000004,-87.66905440000001,1320
8,41.690633346999995,-87.57005827,1416
9,41.694878966,-87.7131925,668
10,41.69507035,-87.71071596,2
11,41.695392203000004,-87.68619071,4
12,41.702395112,-87.71113767,2
13,41.703005303000005,-87.53071248,3
14,41.703107093,-87.66513857,2
15,41.703280265,-87.61532649,12
16,41.706125752,-87.59825584,634
17,41.706587882,-87.62336651,3400
18,41.707311449,-87.5349029,519
19,41.713103395,-87.66608353,5
20,41.713148612,-87.67507531,2375
21,41.713177561,-87.54996332,3
22,41.713655255,-87.53991579999999,3
23,41.713903063000004,-87.67714347,5
24,41.715760906999996,-87.57488817,7
25,41.717493036,-87.64889507,1391
26,41.717967256,-87.61322863,7
27,41.727419835999996,-87.54664393,5
28,41.728182061,-87.59647559999999,291
29,41.728456029,-87.57563713,10
30,41.729199075,-87.58798649,17
31,41.729676423,-87.57271713,2880
32,41.731789737,-87.60326551,2
33,41.734168738,-87.6532196,1
34,41.735123264,-87.58989723,2
35,41.735248637,-87.57563735,6
36,41.738840097,-87.6887373,1
37,41.740205756,-87.61596952,5304
38,41.740960158,-87.60976214,2
39,41.740997711,-87.60110816,2
40,41.741242728,-87.5514282,3567
41,41.74194286,-87.57908882,1
42,41.742487571999995,-87.6300449,7
43,41.743720912,-87.61954292,39
44,41.744199535,-87.58634832,1632
45,41.744205146,-87.65630599,3152
46,41.745622882,-87.73171185,8
47,41.745757713,-87.7083657,2281
48,41.74584241,-87.59170777,14
49,41.746215584,-87.69034053,3
50,41.746883253,-87.57260731,6
51,41.747732492,-87.65593683,4
52,41.747836981,-87.64881312,9
53,41.74931567,-87.54669533,2
54,41.753985902,-87.67098986,3
55,41.754434171,-87.63218455,5
56,41.754679331999995,-87.61984499,1
57,41.755301636,-87.57118474,3
58,41.755568177,-87.58360729,11
59,41.755961430999996,-87.55199415,7
60,41.758407901999995,-87.56284738,3
61,41.760641037,-87.58118556,3
62,41.760818531999995,-87.70270084,3
63,41.761105744,-87.68558966,1
64,41.761577908,-87.57278199,13672
65,41.761612866,-87.64920883,5
66,41.761702379,-87.62987175,6
67,41.76196108,-87.6200147,3
68,41.762142315,-87.61034584,5
69,41.762165122,-87.59028573,4
70,41.762246653000005,-87.73205903,6
71,41.763246799,-87.61613411,5715
72,41.764359702,-87.57134203,10
73,41.764642515,-87.56358481,8
74,41.766299425,-87.59939447,2
75,41.768601101,-87.56582388,36
76,41.769245058,-87.62017764,1
77,41.769648264000004,-87.58932337,3
78,41.769690466,-87.58134951,18
79,41.769778059000004,-87.72692984,2440
80,41.769784724000004,-87.57395196,6
81,41.771848515,-87.69566634,3095
82,41.773641283,-87.69326509999999,6
83,41.774931265,-87.72997649,5
84,41.775928827,-87.66659627,2472
85,41.776163693,-87.57994825,125
86,41.776408793,-87.75194027,3
87,41.776430777,-87.63763539,1
88,41.776910545,-87.60325716,1
89,41.776950666,-87.59630321,7
90,41.777196255,-87.64249753,3858
91,41.777287225,-87.69334125,3
92,41.77887686,-87.59492544,13794
93,41.779582888,-87.76851085,3727
94,41.781531801999996,-87.77163321,3
95,41.782113893,-87.73995886,3
96,41.782376766999995,-87.71785546,6
97,41.783034178,-87.58263029999999,72
98,41.783068788,-87.66673182,6
99,41.783170859,-87.60355889,65
100,41.783224518000004,-87.59869737,51
101,41.783459916999995,-87.5935369,7
102,41.785998518,-87.75093429,208568
103,41.787278878,-87.63434178,7
104,41.788502558000005,-87.79150346,5
105,41.788869841,-87.77191219,4
106,41.789501271999995,-87.73039715,9
107,41.790447899,-87.59043113,197
108,41.7904694,-87.60128512,8849
109,41.790506261,-87.58314372,13837
110,41.790566628,-87.59401544,2412
111,41.790668424,-87.64510049,2
112,41.792136084,-87.61093935,5
113,41.792357223,-87.61793138,3921
114,41.79259236,-87.76961545,70895
115,41.792981903000005,-87.72420819,1953
116,41.794090253,-87.59231086,83424
117,41.794972168,-87.73052512,3
118,41.795430631,-87.69643523,2485
119,41.796205914,-87.77216579,5
120,41.796640334,-87.74528285,69
121,41.797153425,-87.5823657,209
122,41.79742771,-87.68901664,1
123,41.79774341,-87.65982286,3
124,41.797827019,-87.60374577,52
125,41.797965209000004,-87.58960703,412
126,41.797971191,-87.59894451,81
127,41.798041716,-87.59419663,102
128,41.798605405,-87.73242804,7
129,41.801226836,-87.58530316,159
130,41.8015328,-87.60175982,15
131,41.801654369,-87.64050798,3
132,41.801671037,-87.5942657,15
133,41.803850785,-87.62121999,2
134,41.803907115,-87.7479479,15
135,41.804002777,-87.74061325,12
136,41.804147373,-87.73082849,53
137,41.804853521999995,-87.67696775,4
138,41.804892904,-87.67216611,1
139,41.805059266,-87.65758172,1
140,41.805563193000005,-87.62746747,3
141,41.805911699,-87.58747926,2627
142,41.805924969,-87.60405863,17
143,41.805978405,-87.59919899,13
144,41.806021704,-87.59434799,21
145,41.806765270999996,-87.60894928,1
146,41.808511513,-87.61399945,3
147,41.808916283,-87.59618334,27658
148,41.80901825,-87.65916659999999,7176
149,41.80908443,-87.63242452,2443
150,41.810879008,-87.72636333,3229
151,41.811283526,-87.74778438,5
152,41.812948939,-87.61785968,12885
153,41.813041382,-87.59947659999999,7
154,41.813046295,-87.61871959,3
155,41.813200941,-87.60420922,5
156,41.813201295,-87.59356129,3
157,41.813806336,-87.62376805,7
158,41.814003822,-87.61168488,5
159,41.814562001,-87.69931039,2
160,41.815268494,-87.74119045,33
161,41.815273959,-87.70919329,1
162,41.816178015,-87.67510206,2
163,41.81622348,-87.65169295,18
164,41.816307996,-87.63258852,3
165,41.817366208,-87.6988608,6656
166,41.817397869000004,-87.69203173,3
167,41.81749249,-87.68684526,10
168,41.820166606,-87.62149921,28
169,41.820197888,-87.61010011,1
170,41.820456907,-87.60069157,26
171,41.820574395,-87.61498648,2
172,41.82371281,-87.60235044,4650
173,41.826663458,-87.67990671,28
174,41.826831911,-87.66379887,7
175,41.826833015,-87.67292554,5
176,41.826854719,-87.69933652,2
177,41.826894161999995,-87.6098786,20
178,41.827087911999996,-87.64862682,115
179,41.827274669,-87.62774647,2
180,41.827400252,-87.62408895,18
181,41.827437232,-87.63255877,2523
182,41.827441686,-87.61924976,7
183,41.827613139,-87.60424162,358
184,41.827788762,-87.61418703,3
185,41.828119978000004,-87.69075418,71
186,41.829922304,-87.67250265,14082
187,41.830117203,-87.72380413,1
188,41.831157182,-87.63833337,13
189,41.832937181,-87.65358342,439
190,41.833517885999996,-87.68135583,13717
191,41.83380026,-87.66757156,14
192,41.834097391,-87.61928952,28
193,41.834480698,-87.63295964,2436
194,41.834673598,-87.61083474,408
195,41.834962325,-87.62515413,578
196,41.835067916999996,-87.64316237,16
197,41.835117986,-87.61867777,49274
198,41.836150155,-87.64878795,29497
199,41.836510321999995,-87.6531587,53
200,41.838295797,-87.69675634,70
201,41.839086906,-87.71400381,10886
202,41.839549864,-87.72787137,12
203,41.840930805999996,-87.66061783,5
204,41.841691119000004,-87.61256395,731
205,41.84171861,-87.64393249,9
206,41.841859565,-87.63920165,10
207,41.841875281,-87.63202859,25
208,41.841928026,-87.62836651,537
209,41.84201118,-87.62203646,2020
210,41.842076117,-87.63397342,31597
211,41.842303942,-87.65551629,13
212,41.842807443000005,-87.63579122,2
213,41.844144961,-87.68299621,38
214,41.844660776,-87.64907224,47
215,41.847431547,-87.66352869,375
216,41.84811122,-87.70758183,3
217,41.848179659,-87.70269936,3
218,41.848411596,-87.69143048,2
219,41.849246754,-87.6241353,115808
220,41.850266366,-87.66756931,58068
221,41.851017824,-87.63509186,13901
222,41.853834685,-87.6935388,9
223,41.855103967,-87.7322454,4
224,41.855250088000005,-87.65473949,65
225,41.855501353,-87.68322717,74
226,41.855806171,-87.67469059,105
227,41.855934366,-87.66857454,155
228,41.855989873,-87.66490689,42
229,41.856144105,-87.64897832,907
230,41.856309816999996,-87.64420929,667
231,41.856333217,-87.65956424,1208
232,41.856506738,-87.6522613,53
233,41.857183858,-87.62033462,77383
234,41.859349715,-87.61735801,418284
235,41.860190019,-87.71722009999999,8265
236,41.860762262,-87.70069190000001,3
237,41.861280846999996,-87.63058006,10919
238,41.862577777,-87.72018518,5
239,41.862661446,-87.71287458,1
240,41.863118103000005,-87.67292044,315
241,41.863422684,-87.65375662,1090
242,41.863787123,-87.69251593,30
243,41.867902418,-87.64295867,111615
244,41.86911914,-87.7560677,29
245,41.869274453,-87.66404724,3335
246,41.86958386,-87.65920467,1916
247,41.870268722,-87.68491393,102
248,41.870415,-87.67508562,27103
249,41.870607371999995,-87.62217294,237304
250,41.87101588,-87.63140653,85298
251,41.871351399999995,-87.68867490000001,103
252,41.871689474,-87.65409265,6457
253,41.874005383000004,-87.66351755,341832
254,41.874176625,-87.66186112,3070
255,41.875497508,-87.76955333,30
256,41.875966299999995,-87.6937939,24
257,41.87622344,-87.71777911,3
258,41.876523061,-87.73770947,6
259,41.876592883,-87.75981263,6
260,41.877100933,-87.72307656,3
261,41.877383471,-87.68065412,1211
262,41.877406123,-87.62197165,383451
263,41.878323253000005,-87.69867402,5
264,41.878594358,-87.73023243,3528
265,41.87866742,-87.67165362,57915
266,41.878865584,-87.62519214,324584
267,41.878914496,-87.70589713,10094
268,41.879066994,-87.65700503,139650
269,41.879255084,-87.642649,672112
270,41.880994471,-87.63274649,1841144
271,41.88366198,-87.76988155,8
272,41.884272021,-87.7331366,3
273,41.884767784,-87.68414745,2069
274,41.884987192,-87.62099291,1057132
275,41.885075298000004,-87.71385338,21
276,41.88528132,-87.65723320000001,246204
277,41.885300021999996,-87.64280847,418469
278,41.885621155,-87.69889159,52
279,41.886005786,-87.67187394,1066
280,41.890608853,-87.75604671,27330
281,41.890922026,-87.61886836,573316
282,41.89096938,-87.77012284,1
283,41.891697045,-87.70210525,119
284,41.891754203000005,-87.7186708,3
285,41.891948381999995,-87.68912591,440
286,41.891971508000005,-87.61294541,220624
287,41.892042136,-87.63186395,780389
288,41.892072635,-87.62887416,366804
289,41.892196429,-87.68428940000001,1319
290,41.892276708000004,-87.67939748,5147
291,41.892355048,-87.67450679,5223
292,41.892433155999996,-87.66962393,4559
293,41.892493167,-87.66474584,12289
294,41.892507781,-87.62621491,758884
295,41.892536872,-87.65986432,14731
296,41.892658108,-87.65253448,61476
297,41.89321636,-87.63784421,587230
298,41.89503345,-87.61971067,395817
299,41.897425765,-87.69937440000001,296
300,41.897983898,-87.64149153,19823
301,41.89830587,-87.65361398,111955
302,41.898331794,-87.62076287,348827
303,41.898425258,-87.77038508,2
304,41.89869923,-87.70880842,198
305,41.898700499,-87.74475752,3
306,41.899061621,-87.72131590000001,3
307,41.899155613000005,-87.62621053,482821
308,41.899422254,-87.68449012,8538
309,41.899445769,-87.68931919,5386
310,41.899506548000005,-87.67960029,17638
311,41.899589796,-87.67471913,31555
312,41.899602111,-87.63330804,690377
313,41.89967018,-87.6698378,27301
314,41.899737388,-87.66495392,34716
315,41.900069603,-87.72091824,29049
316,41.900221297,-87.62910519,127287
317,41.900265687,-87.63210922,153134
318,41.900560384,-87.69419737,5740
319,41.901206994,-87.67635599,514396
320,41.90156691,-87.63840401,17730
321,41.902788048000005,-87.62614559,142497
322,41.904711999999996,-87.70188456,2764
323,41.904935302,-87.64990723,136497
324,41.905857769,-87.63086503,107155
325,41.906025969,-87.67531162,121931
326,41.90616787,-87.73385702,11
327,41.906186104,-87.75147433,1
328,41.906322711,-87.72153829,15
329,41.906384951,-87.71551475,1
330,41.906638541999996,-87.68957983,4606
331,41.906650766,-87.66533766,26759
332,41.906683959,-87.71035394,305
333,41.906707792,-87.68468595,2859
334,41.906771332,-87.68102523,2939
335,41.907412816,-87.64090153,36425
336,41.90749193,-87.63576009,183077
337,41.907520075,-87.62665890000001,146858
338,41.907688499,-87.74417318,2
339,41.907965245999996,-87.69453428,214
340,41.908378669,-87.67094508,41655
341,41.909495669,-87.63096359999999,49821
342,41.911666588,-87.733951,1
343,41.911788858,-87.72150970000001,2
344,41.911856592,-87.71008732,25
345,41.911971969,-87.70436571,53
346,41.911972301,-87.68364292,19344
347,41.912073493,-87.69947972,59
348,41.912084381999996,-87.6945983,97
349,41.91213208,-87.68971128,1071
350,41.912284899999996,-87.75107006,1
351,41.912364354,-87.67506276,29691
352,41.912431869,-87.67018915,7663
353,41.912836784,-87.76088437,2
354,41.912868922,-87.64107075,7479
355,41.91292537,-87.7753675,4
356,41.914585709,-87.64596621,24181
357,41.914602365,-87.79681552,33
358,41.914616286,-87.63171737,228331
359,41.914747305,-87.65400703,75000
360,41.915290836,-87.73228692,3
361,41.9154349,-87.71509554,5
362,41.915496209000004,-87.71019563,156
363,41.915540408000005,-87.72009936,6
364,41.915613238,-87.70447958,146
365,41.915707408,-87.69959679,144
366,41.915741193,-87.69225633,3351
367,41.915909788,-87.68382594,6204
368,41.916005274,-87.67509512,20749
369,41.916473316,-87.64118366,11018
370,41.919181736999995,-87.72124856,18
371,41.91922505,-87.67144577,34318
372,41.919226188,-87.74380566,5
373,41.919564556,-87.75097986,2
374,41.919635231,-87.72967913,6
375,41.920152784,-87.78027016,1
376,41.920265121,-87.77053776,3
377,41.920451512,-87.67995477,22990
378,41.920801704,-87.69453234,6216
379,41.920960866,-87.71525282,150
380,41.921019607,-87.71035914,3157
381,41.921084583,-87.70464838,1632
382,41.921125914,-87.69975441,7655
383,41.921273105,-87.68508211,8191
384,41.921647132,-87.68995147,4671
385,41.921701492,-87.65591185,34349
386,41.921778188000005,-87.65106188,70506
387,41.921778356,-87.64145976,42456
388,41.921854911,-87.64621098,67116
389,41.921877461,-87.66407824,46669
390,41.922082541,-87.63415609,111042
391,41.922686284,-87.64948873,493120
392,41.922711759,-87.72183579,35
393,41.92276062,-87.69915534,301485
394,41.924347077,-87.73473975,8664
395,41.92556723,-87.7123276,771
396,41.925588088000005,-87.79760068,6
397,41.926155817,-87.7215645,61
398,41.926811182,-87.64260525,16291
399,41.927260956,-87.76550161,17233
400,41.927579847,-87.78800882,7
401,41.927819073,-87.75136269,8
402,41.92785319,-87.73562595,27
403,41.928391397,-87.70490724,8847
404,41.928431564,-87.69996859,3041
405,41.928464984,-87.69508668,1344
406,41.928619051,-87.68536202,12168
407,41.928763006,-87.66567684,26824
408,41.928945904,-87.66089257,23436
409,41.928967266,-87.65615683,42738
410,41.929046936999995,-87.65131088,87219
411,41.929077655,-87.64629348,78365
412,41.92926299,-87.63589095,65340
413,41.929272532,-87.67380724,11257
414,41.929297368,-87.79803218,2919
415,41.929329713,-87.71197425,5481
416,41.929759047,-87.72426709,246
417,41.93057857,-87.64220631,45237
418,41.933675988000005,-87.71235748,692
419,41.933785052,-87.72205233,147
420,41.934486872,-87.79863595,2
421,41.934539715999996,-87.6430228,22569
422,41.934650448,-87.63464788,3366
423,41.934659157,-87.64672973,40133
424,41.934728072,-87.78095292,5
425,41.934762456,-87.63985386,55315
426,41.934860006,-87.77123193,4
427,41.935058153,-87.73761999999999,29
428,41.935113935,-87.75164896,4
429,41.935214804,-87.74438961,7
430,41.935438915,-87.69332587,1483
431,41.935706470999996,-87.70385454,1866
432,41.93573609,-87.69894692,95
433,41.935745058,-87.73030176,12
434,41.935749459,-87.6809803,2333
435,41.935983574,-87.67582193,5883
436,41.935988906,-87.67096638,7142
437,41.936086535,-87.66611069,26206
438,41.936159071,-87.66126522,38718
439,41.936237179,-87.65641153,53760
440,41.936310131,-87.65156259,66274
441,41.937401794,-87.7223303,61
442,41.93749397,-87.70998734,533
443,41.938232293,-87.64678208,28440
444,41.938391258,-87.63857492,57145
445,41.938666196,-87.71121059,91149
446,41.941311617,-87.68561582,1424
447,41.94136566,-87.68082690000001,2685
448,41.941422478,-87.67595393,4371
449,41.941488234,-87.67110766,14312
450,41.941490852,-87.82217099,13
451,41.941555829,-87.66628889,9320
452,41.941576539,-87.81237166,1
453,41.9416281,-87.66144337,12902
454,41.941807615,-87.79652378,19
455,41.942053467,-87.78128656,14
456,41.942169415,-87.77149553,6
457,41.942290555,-87.76171772,4
458,41.942383278,-87.75435283,13
459,41.942488155,-87.74715432,2038
460,41.942554228,-87.73856923,19
461,41.942577185,-87.64707851,56005
462,41.94258518,-87.65664409,35343
463,41.942691844,-87.65177051,79772
464,41.942699578,-87.73100248,90
465,41.942859303,-87.71750386,10644
466,41.942872538,-87.70133029,2069
467,41.943155086,-87.64069808,39666
468,41.943237122,-87.64347096,30181
469,41.944226601,-87.65599818,802524
470,41.944813754,-87.69077501,3692
471,41.944946754,-87.68577821,471
472,41.945010151,-87.68092823,1390
473,41.945069205,-87.67606274,2277
474,41.945170453,-87.66879444,23663
475,41.945282331,-87.66154509999998,12705
476,41.946294535999996,-87.65429808,69062
477,41.946489764,-87.64711363,6191
478,41.94651142,-87.80601999999999,9810
479,41.947791586,-87.68383494,185827
480,41.948908771,-87.81271083,2
481,41.949060526,-87.6616429,13678
482,41.949125166,-87.79682805,11
483,41.949139771,-87.65680391,43126
484,41.949220914,-87.6519704,30751
485,41.949353232,-87.78151908,10
486,41.949473219,-87.77175822,9
487,41.949591689,-87.76195828,23
488,41.949709077,-87.75211842,23
489,41.949829346,-87.64396537,60849
490,41.949876431999996,-87.73814189,107
491,41.949974454,-87.73068426,403
492,41.950077635,-87.72261087,742
493,41.950212096,-87.71281423,1014
494,41.950404411,-87.70200713,1039
495,41.950442599,-87.68350623,6925
496,41.950545696,-87.6761825,11664
497,41.950605232,-87.67133249,7984
498,41.950673358,-87.66653628,22814
499,41.951978100000005,-87.84155807,10
500,41.952664895,-87.74524321,67
501,41.952719111,-87.6605035,4799
502,41.952822916,-87.65324399,22634
503,41.953400044,-87.64600707,32912
504,41.953582125,-87.72345239,125199
505,41.954027649000004,-87.76339903,38836
506,41.955584115,-87.71309006,165
507,41.955771786999996,-87.70121309999999,922
508,41.955859258000004,-87.79481699,10
509,41.956778704,-87.78184199,12
510,41.95679809,-87.77204382,10
511,41.957264108000004,-87.73089879,1509
512,41.957360691,-87.72282225,968
513,41.957530922,-87.66661144,8865
514,41.957651915999996,-87.69153025,1064
515,41.957735565,-87.6837181,11989
516,41.957843375,-87.67637328,4999
517,41.957903897,-87.67151801,2488
518,41.958055933000004,-87.66038946,17048
519,41.958154876,-87.65302179,42235
520,41.958797863,-87.73839391,4407
521,41.959210185,-87.71297317,164
522,41.959526791,-87.70209854,414
523,41.960518218000004,-87.76228598,147
524,41.960675697,-87.75240914,334
525,41.962178629,-87.64537876,43734
526,41.963115755,-87.71322934,253
527,41.963153311,-87.69225876,170
528,41.963184966,-87.68385456,3136
529,41.963374382,-87.67018455,2915
530,41.963633169,-87.65236536,5172
531,41.964474648,-87.78196402,2
532,41.964506955,-87.70273347,1894
533,41.964568045,-87.77226499,19
534,41.964636199,-87.74278788,61
535,41.964647733,-87.72589102,99
536,41.964652354,-87.72101677,87
537,41.965141709,-87.67657807,5223
538,41.965362587,-87.73183274,140
539,41.965445784,-87.66319585,15405
540,41.96581197,-87.65587879,284756
541,41.966774943000004,-87.71084821,129
542,41.966806346,-87.69402009999999,1462
543,41.966834067,-87.68401837,5378
544,41.967011761,-87.67062104,2071
545,41.967288614,-87.652435,1675
546,41.968069,-87.72155906,67638
547,41.969205937,-87.72316897,752
548,41.970244982,-87.71343533,316
