,lat,lng,count
161,41.84171861,-87.64393249,6
162,41.841875281,-87.63202859,4
163,41.841928026,-87.62836651,82
164,41.84201118,-87.62203646,103
165,41.842076117,-87.63397342,12732
166,41.842303942,-87.65551629,4
167,41.842807443000005,-87.63579122,1
168,41.844144961,-87.68299621,6
169,41.844660776,-87.64907224,1
170,41.846257685,-87.69753192,1
171,41.847431547,-87.66352869,38
172,41.849246754,-87.6241353,48636
173,41.850266366,-87.66756931,17156
174,41.851017824,-87.63509186,3311
175,41.853834685,-87.6935388,2
176,41.855250088000005,-87.65473949,7
177,41.855501353,-87.68322717,5
178,41.855806171,-87.67469059,7
179,41.855934366,-87.66857454,8
180,41.855989873,-87.66490689,3
181,41.856144105,-87.64897832,32
182,41.856309816999996,-87.64420929,32
183,41.856333217,-87.65956424,300
184,41.857183858,-87.62033462,34700
185,41.859349715,-87.61735801,139478
186,41.860190019,-87.71722009999999,3111
187,41.861280846999996,-87.63058006,2704
188,41.862661446,-87.71287458,1
189,41.863118103000005,-87.67292044,343
190,41.863422684,-87.65375662,117
191,41.863787123,-87.69251593,5
192,41.867902418,-87.64295867,31482
193,41.86911914,-87.7560677,2
194,41.869274453,-87.66404724,146
195,41.86958386,-87.65920467,64
196,41.870268722,-87.68491393,9
197,41.870415,-87.67508562,9001
198,41.870607371999995,-87.62217294,73846
199,41.87101588,-87.63140653,29261
200,41.871351399999995,-87.68867490000001,10
201,41.871689474,-87.65409265,522
202,41.874005383000004,-87.66351755,128912
203,41.874176625,-87.66186112,206
204,41.875497508,-87.76955333,2
205,41.875966299999995,-87.6937939,13
206,41.87622344,-87.71777911,3
207,41.877243754,-87.71333146,3
208,41.877359963,-87.7035623,1
209,41.877383471,-87.68065412,81
210,41.877406123,-87.62197165,152624
211,41.878323253000005,-87.69867402,1
212,41.878594358,-87.73023243,987
213,41.87864409,-87.68513183,1
214,41.87866742,-87.67165362,13032
215,41.878865584,-87.62519214,136424
216,41.878914496,-87.70589713,3677
217,41.879066994,-87.65700503,48598
218,41.879255084,-87.642649,240462
219,41.880994471,-87.63274649,754808
220,41.88366198,-87.76988155,1
221,41.883793487,-87.76009805,2
222,41.884767784,-87.68414745,212
223,41.884987192,-87.62099291,445889
224,41.885075298000004,-87.71385338,2
225,41.88528132,-87.65723320000001,122026
226,41.885300021999996,-87.64280847,165067
227,41.885621155,-87.69889159,184
228,41.886005786,-87.67187394,251
229,41.890608853,-87.75604671,4267
